"84","169","Events and their Probability, Elementary Operations with Events, Total Probability Theorem, Independence, Bayes'' Theorem 5",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app4_eqk_pred.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739052"
"85","169","Random Variables and Vectors, Discrete and Continuous Probability Distributions 1",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts2_disdbn.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739052"
"86","169","Random Variables and Vectors, Discrete and Continuous Probability Distributions 2",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts3_contdb.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"87","169","Random Variables and Vectors, Discrete and Continuous Probability Distributions 3",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts4_randvt.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"88","169","Random Variables and Vectors, Discrete and Continuous Probability Distributions 4",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app5_rain_norain.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"89","169","Random Variables and Vectors, Discrete and Continuous Probability Distributions 5",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app6_buses_eqs.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"90","169","Random Variables and Vectors, Discrete and Continuous Probability Distributions 6",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app7_mixtures_fin.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"91","169","Random Variables and Vectors, Discrete and Continuous Probability Distributions 7",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app8_hazard_func.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"92","169","Functions of Random Variables and Derived Distributions 1",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts5_funct.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"93","169","Functions of Random Variables and Derived Distributions 2",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app9_wind_reliab.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"94","169","Functions of Random Variables and Derived Distributions 3",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app10_storm_ty.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"95","169","Functions of Random Variables and Derived Distributions 4",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app11_max.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"96","169","Expectation of Random Variables and Functions of Random Variables Moments of Variables and Vectors 1",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts6_smfosm.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"97","169","Expectation of Random Variables and Functions of Random Variables Moments of Variables and Vectors 2",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app12_waveloads.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"98","169","Expectation of Random Variables and Functions of Random Variables Moments of Variables and Vectors 3",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app13_col_loads.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"99","169","Expectation of Random Variables and Functions of Random Variables Moments of Variables and Vectors 4",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app14_settlem.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"100","169","Conditional Second Moment Analysis 1",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts7_con_sm.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"101","169","Conditional Second Moment Analysis 2",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app15_noisy_obs.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"102","169","Conditional Second Moment Analysis 3",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app16_rain_pred.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"103","169","Selected Distribution Models: Normal, Lognormal, Extreme, Multivariate Normal Distributions",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts8_relnl.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"104","169","Time-invariant Second-Moment Reliability Analysis and Time-Invariant Full-Distribution Reliability Analysis 1",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/briefnts9_reliab.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"105","169","Time-invariant Second-Moment Reliability Analysis and Time-Invariant Full-Distribution Reliability Analysis 2",,"1","http://ocw.mit.edu/courses/civil-and-environmental-engineering/1-151-probability-and-statistics-in-engineering-spring-2005/lecture-notes/app17_slope_rel.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"106","170","Stochastic Processes and Brownian Motion",,"1","http://ocw.mit.edu/courses/chemistry/5-72-statistical-mechanics-spring-2012/lecture-notes/MIT5_72S12_master1.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"107","170","Non-equilibrium Thermodynamics",,"1","http://ocw.mit.edu/courses/chemistry/5-72-statistical-mechanics-spring-2012/lecture-notes/MIT5_72S12_master2.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739053"
"108","170","Hydrodynamics and Light Scattering",,"1","http://ocw.mit.edu/courses/chemistry/5-72-statistical-mechanics-spring-2012/lecture-notes/MIT5_72S12_master3.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"109","170","Time Correlation Functions",,"1","http://ocw.mit.edu/courses/chemistry/5-72-statistical-mechanics-spring-2012/lecture-notes/MIT5_72S12_master4.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"110","171","Rule mining and the Apriori algorithm",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec01.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"111","171","R for machine learning",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec02.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"112","171","Fundamentals of learning",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec03.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"113","171","Inference",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec04.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"114","171","Clustering",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec05.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"115","171","k-nearest neighbors",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec06.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"116","171","Naive Bayes",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec07.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"117","171","Decision trees",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec08.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"118","171","Logistic regression",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec09.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"119","171","Boosting",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec10.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"120","171","Convex optimization",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec11.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"121","171","Support vector machines",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec12.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"122","171","Kernels",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec13.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"123","171","Statistical learning theory",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec14.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"124","171","Bayesian analysis",,"1","http://ocw.mit.edu/courses/sloan-school-of-management/15-097-prediction-machine-learning-and-statistics-spring-2012/lecture-notes/MIT15_097S12_lec15.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"125","172","Set and Probability Theory",,"1","http://ocw.mit.edu/courses/economics/14-30-introduction-to-statistical-method-in-economics-spring-2006/lecture-notes/l1.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
"126","172","Random Variables, Probability Mass/Density Function, and Cumulative Distribution Function (Univariate Model)",,"1","http://ocw.mit.edu/courses/economics/14-30-introduction-to-statistical-method-in-economics-spring-2006/lecture-notes/l2.pdf","6","a:2:{s:10:'popupwidth';i:620;s:11:'popupheight';i:450;}","a:0:{}","1432739054"
