"id","course","module","instance","section","idnumber","added","score","indent","visible","visibleoncoursepage","visibleold","groupmode","groupingid","completion","completiongradeitemnumber","completionview","completionexpected","showdescription","availability","deletioninprogress"
"618","72","8","20","1090",,"1530006959","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"619","72","8","21","1090",,"1530007028","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"620","72","8","22","1090",,"1530007092","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"621","72","8","23","1090",,"1530007154","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"622","72","8","24","1091",,"1530007328","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"623","72","12","48","1093",NULL,"1530008318","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"624","72","8","25","1093",,"1530008358","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"625","72","8","26","1130",,"1530008616","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"626","72","17","254","1092",,"1530008778","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"627","72","12","49","1131",NULL,"1530009066","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"628","72","12","50","1132",NULL,"1530009197","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"629","72","8","27","1132",,"1530009576","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"630","72","8","28","1132",,"1530009662","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"631","72","8","29","1132",,"1530009778","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"632","72","8","30","1132",,"1530009863","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"633","72","4","2","1089",,"1530276742","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"634","75","9","78","1133",NULL,"1531991620","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"635","75","12","51","1134",NULL,"1531993195","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"636","75","12","52","1144",NULL,"1531993998","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"637","75","12","53","1150",NULL,"1531994192","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"638","75","12","54","1137",NULL,"1532004931","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"639","75","12","55","1138",NULL,"1532005572","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"640","75","12","56","1139",NULL,"1532005761","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"641","75","12","57","1135",NULL,"1532006335","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"642","75","12","58","1141",NULL,"1532006595","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"643","75","12","59","1142",NULL,"1532006958","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"644","75","12","60","1143",NULL,"1532007170","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"645","75","12","61","1145",NULL,"1532007570","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"646","75","12","62","1146",NULL,"1532007711","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"647","64","22","1","1003",,"1532011759","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"648","64","4","3","1003",,"1532011849","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"650","75","12","63","1140",NULL,"1532080195","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"651","76","9","79","1151",NULL,"1536161951","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"799","75","12","66","1140",NULL,"1532080195","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"884","132","9","151","1335",NULL,"1559654175","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"885","132","12","67","1336",NULL,"1526038039","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"886","132","13","51","1337",,"1559656078","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"887","132","13","52","1337",,"1559657060","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"888","132","16","62","1336",,"1559659320","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"889","132","16","63","1336",,"1559659454","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"890","132","16","64","1336",,"1559659464","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"891","132","16","65","1336",,"1559659845","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"892","132","16","66","1336",,"1559659845","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"893","132","16","67","1336",,"1559659846","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"894","132","16","68","1336",,"1559659846","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"895","132","16","69","1336",,"1559659846","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"896","132","13","53","1336",,"1559660000","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"897","132","13","54","1336",,"1559660000","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"898","132","13","55","1336",,"1559660000","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"899","132","13","56","1336",,"1559660152","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"900","132","13","57","1336",,"1559660152","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"901","132","13","58","1336",,"1559660152","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"1"
"902","132","13","59","1336",,"1559660580","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"903","132","13","60","1336",,"1559660581","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"904","132","13","61","1336",,"1559660581","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"905","132","13","62","1336",,"1559660582","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"906","132","13","63","1339",,"1559660661","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"907","132","13","64","1339",,"1559660662","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"908","132","13","65","1339",,"1559660662","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"909","132","13","66","1339",,"1559660662","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"910","132","13","67","1339",,"1559660663","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"911","132","13","68","1339",,"1559660663","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"915","65","16","70","1033",,"1559661223","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"916","65","16","71","1033",,"1559661224","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"917","65","16","72","1033",,"1559661224","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"918","65","16","73","1033",,"1559661225","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"919","65","16","74","1033",,"1559661225","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"920","65","16","75","1033",,"1559661226","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"921","132","13","69","1338",,"1560153733","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"922","133","9","152","1341",NULL,"1560158800","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"923","133","13","70","1342",,"1559660580","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"924","133","13","71","1342",,"1559660581","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"925","133","12","68","1343",NULL,"1525968113","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"926","133","12","69","1343",NULL,"1526038039","0","0","1","1","1","0","0","0",NULL,"0","0","1",NULL,"0"
"927","133","16","76","1344",,"1559661225","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"928","133","13","72","1345",,"1560153733","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"943","167","20","38","1352",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"944","167","20","39","1352",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"945","167","20","40","1352",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"946","167","20","41","1353",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"947","167","20","42","1353",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"948","167","20","43","1353",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"949","167","20","44","1353",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"950","167","20","45","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"951","167","20","46","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"952","167","20","47","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"953","167","20","48","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"954","167","20","49","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"955","167","20","50","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"956","167","20","51","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"957","167","20","52","1354",NULL,"1422027539","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"958","167","20","53","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"959","167","20","54","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"960","167","20","55","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"961","167","20","56","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"962","167","20","57","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"963","167","20","58","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"964","167","20","59","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"965","167","20","60","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"966","167","20","61","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"967","167","20","62","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"968","167","20","63","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"969","167","20","64","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"970","167","20","65","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"971","167","20","66","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"972","167","20","67","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"973","167","20","68","1354",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"974","167","20","69","1355",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"975","167","20","70","1355",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"976","167","20","71","1355",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"977","167","20","72","1355",NULL,"1422027540","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"978","167","20","73","1355",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"979","167","20","74","1355",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"980","167","20","75","1355",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"981","167","20","76","1355",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"982","167","20","77","1355",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"983","167","20","78","1355",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"984","168","20","79","1357",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"985","169","20","80","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"986","169","20","81","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"987","169","20","82","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"988","169","20","83","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"989","169","20","84","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"990","169","20","85","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"991","169","20","86","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"992","169","20","87","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"993","169","20","88","1359",NULL,"1422027541","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"994","169","20","89","1359",NULL,"1422027542","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"995","169","20","90","1359",NULL,"1422027542","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"996","169","20","91","1359",NULL,"1422027542","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"997","169","20","92","1359",NULL,"1422027542","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"998","169","20","93","1359",NULL,"1422027542","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"999","169","20","94","1359",NULL,"1422027542","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1000","169","20","95","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1001","169","20","96","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1002","169","20","97","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1003","169","20","98","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1004","169","20","99","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1005","169","20","100","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1006","169","20","101","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1007","169","20","102","1359",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1008","169","20","103","1360",NULL,"1422027543","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1009","169","20","104","1361",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1010","169","20","105","1361",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1011","170","20","106","1363",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1012","170","20","107","1364",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1013","170","20","108","1365",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1014","170","20","109","1366",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1015","171","20","110","1368",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1016","171","20","111","1368",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1017","171","20","112","1368",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1018","171","20","113","1368",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1019","171","20","114","1368",NULL,"1422027544","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
"1020","171","20","115","1368",NULL,"1422027545","0","0","1","1","1","0","0","0",NULL,"0","0","0",NULL,"0"
